brand,model,screen_size,color,harddisk,cpu,ram(GB),OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,price,currency_symbol,harddisk_new_GB
dell,DELL XPS 15 9520,15.0,Platinum Silver,1 TB,Core i7,32,Windows 11 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,,,1.0,1681.29,$,1024.0
acer,,14.0,Pure Silver,512 GB,,16,Windows 11 Home,,Integrated,Intel Iris Xe Graphics,1.7 GHz,,599.99,$,512.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
toughbook,CF-54 MK1,14.0,grey,512 GB,Intel Core i5,8,Windows 10 Pro,Anti Glare Coating,Integrated,,,3.3,749.89,$,512.0
lenovo,Yoga,14.0,Dark Moss,512 GB,Intel Core i5-1135G7,12,Windows 10 Home,Fingerprint reader,Integrated,,,3.8,1049.0,$,512.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
dell,LATITUDE E6540,15.0,Silver,1000 GB,Core i7,16,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,,Integrated,Integrated Graphics,,,342.98,$,1000.0
samsung,XE303C12,11.0,Silver,16 GB,,2,Chrome OS,Stereo,Integrated,Intel Graphics Integrated,,3.7,85.0,$,16.0
dell,Dell Latitude 14 5000 E5470,14.0,Black,512 GB,Core i7,16,Windows 10 Pro,Anti Glare,Integrated,,,5.0,339.0,$,512.0
dell,Dell Latitude,15.0,,320 GB,Core i3,4,Windows 7,,Integrated,Intel HD Graphics 3000,2.4 GHz,4.3,249.95,$,320.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
rokc,Ideapad 3,15.0,Gray,1000 GB,Intel Core i5,20,Windows 11,,Integrated,Intel,,,639.99,$,1000.0
dell,Precision 5000,14.0,Mist Blue,512 GB,Core i7,16,Windows 11 Pro,Anti-glare Screen,RTX A1000,,,,1770.16,$,512.0
dell,Inspiron,14.0,Silver,2 TB,Core i7,64,Windows 11 Home,Backlit Kb,Integrated,,,5.0,993.23,$,2048.0
hp,EliteBook Folio,14.0,,256 GB,Core i5-4210U,4,Windows 10 64 Bit-Multi-Language Supports English/Spanish/French,,Integrated,Intel HD Integrated Graphics,1.7 GHz,5.0,252.98,$,256.0
dell,Latitude Rugged 5420 Laptop,14.0,Black,256 GB,Core i7,32,Windows 11 Pro,Wifi & Bluetooth,AMD RADEON RX 540,,,,999.66,$,256.0
lenovo,ThinkPad X1 Nano Gen1,13.0,Black Paint,256 GB,Core i7 Family,16,Windows 11 Pro,Anti-glare Screen,Iris Xe Graphics,,,5.0,1504.08,$,256.0
dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32,Windows 11,,Integrated,Intel,,,899.99,$,1000.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
acer,Acer Swift 3 SF313-52-526M,15.0,,256 GB,Core i5,8,Windows 10 Home,,Integrated,,1.1 GHz,,436.11,$,256.0
lenovo,,15.0,Grey,128 GB,Pentium,12,Windows 11 Home,,Integrated,Intel UHD Graphics,2 GHz,4.5,458.14,$,128.0
acer,PT516-52s-73YD,16.0,Gray,1 TB,Core i7,16,Windows 11 Home,Anti Glare Coating,Dedicated,,,2.8,1849.0,$,1024.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
dell,Latitude 9000,14.0,,256 GB,Core i5,16,Windows 11 Pro,"Anti-smudge, Corning Gorilla Glass",Iris Xe Graphics,Intel Iris Xe Graphics,,,1713.59,$,256.0
lenovo,ThinkPad X13 Gen 3,13.0,,512 GB,Core i7,16,Windows 11 Pro,Anti-glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,,,1730.95,$,512.0
hp,B09HSNNCQL,15.0,,128 GB,Athlon,4,Windows 10 Home,Micro-edge Bezel,Integrated,AMD Athlon,,5.0,288.0,$,128.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
dell,Inspiron 3511,15.0,,256 GB,Core i5,32,Windows 11 Home,,Integrated,Intel UHD Graphics,1 GHz,,714.34,$,256.0
dell,Dell 5000,14.0,Platinum Silver,2 TB,Core i7 Family,64,Windows 11 Pro,"Backlit Keyboard,Fingerprint",Dedicated,,,,1406.04,$,2048.0
lenovo,ThinkPad P1 Gen 4,16.0,Black,512 GB,Core i7 Family,16,Windows 10 Pro,Anti-glare Screen,T1200,,,,1960.77,$,512.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
acer,CB3-111,11.0,Moonstone White,16 GB,Celeron,16,Chrome OS,,Integrated,Intel HD Graphics,,4.4,159.95,$,16.0
dell,Latitude 5420,14.0,Gray,2 TB,Core i5 Family,64,Windows 11 Pro,Backlit Keyboard,Integrated,,,4.7,1419.92,$,2048.0
msi,Raider GE76 12UHS-255,17.0,Titanium Blue,1 TB,Core i7,32,Windows 11 Home,Anti-glare Screen,Dedicated,,,3.8,3599.0,$,1024.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
hp,HP Envy,13.0,Natural Silver,1 TB,Intel Core i7-1165G7,16,Windows 10 Pro,"Backlit Keyboard,Fingerprint Reader",Integrated,,,3.8,1499.0,$,1024.0
dell,Precision 3000,15.0,,512 GB,Core i7,16,Windows 11,Microphone,RTX A500,NVIDIA RTX A500,,5.0,1734.21,$,512.0
dell,Latitude,15.0,Black,512 GB,Core i7 Family,16,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,,5.0,873.93,$,512.0
dell,Latitude E6400,14.0,Silver,160 GB,Core 2 Duo,,Windows 7 Professional,,Dedicated,,2.53 GHz,3.8,89.99,$,160.0
dell,Precision 7670 Laptop,16.0,Silver,512 GB,Core i7,32,Windows 11 Pro,,Dedicated,Nvidia RTX A1000,,,1385.98,$,512.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
rokc,Ideapad 3,15.0,Gray,1000 GB,Intel Core i5,20,Windows 11,,Integrated,Intel,,,639.99,$,1000.0
lg,17Z95P-K.AAB9U1,17.0,Black,2 TB,Core i7 Family,16,Windows 11,Alexa,Integrated,,,4.4,1515.03,$,2048.0
dell,V7620,16.0,Black,512 GB,Core i7 Family,24,Windows 11 Pro,"Backlit Keyboard,Fingerprint",Dedicated,,,,1193.72,$,512.0
hp,Elite x360 1040 G9,14.0,,512 GB,Core i7,16,Windows 11 Pro,Information Not Available,Iris Xe Graphics,Intel Iris Xe Graphics,,,1796.25,$,512.0
dell,Dell Precision,13.0,,1 TB,Core i7 Family,16,Windows 10 Pro,Fingerprint,Integrated,XPS9300-7909SLV-PUS,,4.7,1101.49,$,1024.0
dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32,Windows 11,,Integrated,Intel,,,899.99,$,1000.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
dell,VXDV2,14.0,,256 GB,Intel Core i5,16,Windows 10 Pro,,Integrated,Intel UHD Graphics,2.6 GHz,,1699.0,$,256.0
dell,Latitude 5000,14.0,Carbon Fiber,128 GB,Celeron,4,Chrome OS,Anti-glare Screen,UHD Graphics 610,,,4.5,361.65,$,128.0
hp,EliteBook 840 G8,14.0,,256 GB,Core i7,16,Windows 11 Pro,"Anti-glare Screen, Miracast Technology",Iris Xe Graphics,Intel Iris Xe Graphics,,,1659.99,$,256.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
rokc,Ideapad 3,15.0,Gray,1000 GB,Intel Core i5,20,Windows 11,,Integrated,Intel,,,639.99,$,1000.0
dell,Latitude 5530 Laptop,15.0,Black,512 GB,Core i7,16,Windows 11 Pro,Backlit Keyboard,Integrated,,,,879.0,$,512.0
dell,Precision 3550,13.0,,512 GB,Core i7,,Windows 10 Pro (English/French/Spanish),,Integrated,Intel HD Graphics 520,1.8 GHz,,1399.81,$,512.0
hp,EliteBook 1040 G9,14.0,,512 GB,Core i7,16,Windows 11 Pro,Anti-glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,,,1963.3,$,512.0
dell,Dell Inspiron,11.0,Gray,32 GB,AMD A Series,4,Windows 10,,Dedicated,AMD Radeon R4,,3.7,289.0,$,32.0
lg,14T90P-K.AAG9U1,14.0,Green,1 TB,Core i7 Family,16,Windows 11 Home,Pen,Intel XE,,,4.5,1699.99,$,1024.0
lenovo,Lenovo Legion 5,17.0,Black,1 TB,Ryzen 7 5800H,64,Windows 11 Home,"Anti-glare,Backlit Kb",Dedicated,,,3.8,2899.0,$,1024.0
dell,Latitude 9000,15.0,Anodized Titan Gray,256 GB,Core i5 Family,16,Windows 10 Pro,"Corning Gorilla Glass 6, Anti-reflection, Anti-smudge",Iris Xe Graphics,,,,1523.03,$,256.0
dell,Dell Latitude,13.0,,256 GB,Core i5,8,Windows 10 Pro,,Integrated,,2.6 GHz,5.0,545.0,$,256.0
dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32,Windows 11,,Integrated,Intel,,,899.99,$,1000.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
acer,Chromebook Spin 511 R753T,11.0,Shale Black,64 GB,Celeron,8,Chrome OS,,UHD Graphics,Intel UHD Graphics,,2.9,485.99,$,64.0
dell,Dell Precision,17.0,,512 GB,Core i7 Family,16,Windows 10 Pro,,Dedicated,,2.6 GHz,5.0,1998.77,$,512.0
lenovo,Lenovo ThinkPad X1 Yoga I5,14.0,Gray,256 GB,Core i5,8,Windows 10 Pro,"Fingerprint,Pen",Integrated,,,5.0,844.65,$,256.0
dell,Precision 5470 Laptop,14.0,Silver,2000 GB,Core i7,32,Windows 11 Pro,,Integrated,Nvidia RTX A1000,,,2668.91,$,2000.0
dell,Latitude 7000,14.0,Carbon Fiber,256 GB,Core i5,8,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,,,569.77,$,256.0
dell,Precision 3000,15.0,Titan Gray,512 GB,Core i7,16,Windows 10 Pro,Anti-glare Screen,T550,,,,1599.77,$,512.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
hp,EliteBook 630 G10,13.0,,256 GB,Core i3,8,Windows 11 Pro,Anti-glare Screen,UHD Graphics,Intel UHD Graphics,,,905.27,$,256.0
dell,XPS 9530 Laptop,15.0,Platinum Silver,2000 GB,Core i9,64,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4070,,,3245.46,$,2000.0
dell,Laitude E6540,15.0,Silver,500 GB,Core i5-4200M,8,Win 10 Pro 64 Bit Multi-Language Support English/French/Spanish(Renewed),,Integrated,Integrated Graphics,,,266.98,$,500.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
rokc,Ideapad 3,15.0,Gray,1000 GB,Intel Core i5,20,Windows 11,,Integrated,Intel,,,639.99,$,1000.0
dell,Precision 7670 Laptop,16.0,Silver,1000 GB,Core i7,32,Windows 11 Pro,,Dedicated,Nvidia RTX A1000,,,1269.99,$,1000.0
dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32,Windows 11,,Integrated,Intel,,,899.99,$,1000.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
dell,F2WJ0,14.0,,256 GB,Intel Core i5,16,Windows 10 Pro,,Integrated,,1.7 GHz,5.0,1557.79,$,256.0
dell,Dell Latitude 7214 Rugged Laptop 2 In 1,11.0,Black,512 GB,Intel Core i5,8,Windows 10 Pro,,Integrated,Intel UHD Graphics,,3.9,899.95,$,512.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
acer,Acer Swift 3 SF313-52-526M,15.0,,256 GB,Core i5,8,Windows 10 Home,,Integrated,,1.1 GHz,,436.11,$,256.0
lenovo,,15.0,Grey,128 GB,Pentium,12,Windows 11 Home,,Integrated,Intel UHD Graphics,2 GHz,4.5,458.14,$,128.0
acer,PT516-52s-73YD,16.0,Gray,1 TB,Core i7,16,Windows 11 Home,Anti Glare Coating,Dedicated,,,2.8,1849.0,$,1024.0
lenovo,Yoga 710,15.0,Black,256 GB,Intel Core i5,8,Windows 10,,Integrated,Intel HD Graphics 620,,4.2,699.99,$,256.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,14.0,Rose Gold,64 GB,Celeron N4000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,$,64.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
dell,DELL-XPS-9720,17.0,Platinum Silver,4 TB,Core i7 Family,64,Windows 10 Pro,"Backlit Kb,Fingerprint",Dedicated,,,5.0,3799.0,$,4096.0
dell,Latitude 5320 Laptop,13.0,Black,256 GB,Core i7,8,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,807.99,$,256.0
lenovo,Thinkpad,15.0,,500 GB,Core i7,,Windows 7,Fingerprint Reader,,Intel HD Graphics;NVIDIA Optimus Graphics,2.6 GHz,3.4,369.95,$,500.0
lenovo,ThinkPad P16s G1,16.0,,1 TB,Ryzen 7,32,Windows 11 Pro,Anti-glare Screen,Radeon 680M,AMD Radeon 680M,,1.0,2399.99,$,1024.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
rokc,Ideapad 3,15.0,Gray,1000 GB,Intel Core i5,20,Windows 11,,Integrated,Intel,,,639.99,$,1000.0
dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32,Windows 11,,Integrated,Intel,,,899.99,$,1000.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
dell,Inspiron 3511,15.0,,256 GB,Core i5,32,Windows 11 Home,,Integrated,Intel UHD Graphics,1 GHz,,714.34,$,256.0
dell,Dell 5000,14.0,Platinum Silver,2 TB,Core i7 Family,64,Windows 11 Pro,"Backlit Keyboard,Fingerprint",Dedicated,,,,1406.04,$,2048.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
acer,CB3-111,11.0,Moonstone White,16 GB,Celeron,16,Chrome OS,,Integrated,Intel HD Graphics,,4.4,159.95,$,16.0
dell,Latitude 5420,14.0,Gray,2 TB,Core i5 Family,64,Windows 11 Pro,Backlit Keyboard,Integrated,,,4.7,1419.92,$,2048.0
msi,Raider GE76 12UHS-255,17.0,Titanium Blue,1 TB,Core i7,32,Windows 11 Home,Anti-glare Screen,Dedicated,,,3.8,3599.0,$,1024.0
dell,Dell Inspiron 15 3520,15.0,Black,512 GB,Core i7,16,Windows 11 Home,,Integrated,Intel Iris Xe Graphics,,4.0,809.0,$,512.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,14.0,Rose Gold,64 GB,Celeron N4000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,$,64.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
hp,HP Chromebook,14.0,Blue,64 MB,Celeron N4020,4,Windows 10 S,,Integrated,Intel UHD Graphics 600,,4.3,228.0,$,64.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,HP Envy,13.0,Natural Silver,1 TB,Intel Core i7-1165G7,16,Windows 10 Pro,"Backlit Keyboard,Fingerprint Reader",Integrated,,,3.8,1499.0,$,1024.0
dell,Precision 3000,15.0,,512 GB,Core i7,16,Windows 11,Microphone,RTX A500,NVIDIA RTX A500,,5.0,1734.21,$,512.0
dell,Latitude,15.0,Black,512 GB,Core i7 Family,16,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,,5.0,873.93,$,512.0
dell,Latitude E6400,14.0,Silver,160 GB,Core 2 Duo,,Windows 7 Professional,,Dedicated,,2.53 GHz,3.8,89.99,$,160.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,14.0,Rose Gold,64 GB,Celeron N4000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,$,64.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
dell,Precision 7670 Laptop,16.0,Silver,512 GB,Core i7,32,Windows 11 Pro,,Dedicated,Nvidia RTX A1000,,,1385.98,$,512.0
lg,17Z95P-K.AAB9U1,17.0,Black,2 TB,Core i7 Family,16,Windows 11,Alexa,Integrated,,,4.4,1515.03,$,2048.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
dell,Dell Precision,13.0,,1 TB,Core i7 Family,16,Windows 10 Pro,Fingerprint,Integrated,XPS9300-7909SLV-PUS,,4.7,1101.34,$,1024.0
dell,VXDV2,14.0,,256 GB,Intel Core i5,16,Windows 10 Pro,,Integrated,Intel UHD Graphics,2.6 GHz,,1699.0,$,256.0
dell,Latitude 5000,14.0,Carbon Fiber,128 GB,Celeron,4,Chrome OS,Anti-glare Screen,UHD Graphics 610,,,4.5,361.65,$,128.0
hp,EliteBook 840 G8,14.0,,256 GB,Core i7,16,Windows 11 Pro,"Anti-glare Screen, Miracast Technology",Iris Xe Graphics,Intel Iris Xe Graphics,,,1659.99,$,256.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,14.0,Rose Gold,64 GB,Celeron N4000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,$,64.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
dell,Latitude 5530 Laptop,15.0,Black,512 GB,Core i7,16,Windows 11 Pro,Backlit Keyboard,Integrated,,,,879.0,$,512.0
dell,Precision 3550,13.0,,512 GB,Core i7,,Windows 10 Pro (English/French/Spanish),,Integrated,Intel HD Graphics 520,1.8 GHz,,1399.81,$,512.0
hp,EliteBook 1040 G9,14.0,,512 GB,Core i7,16,Windows 11 Pro,Anti-glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,,,1963.3,$,512.0
dell,Dell Inspiron,11.0,Gray,32 GB,AMD A Series,4,Windows 10,,Dedicated,AMD Radeon R4,,3.7,289.0,$,32.0
lg,14T90P-K.AAG9U1,14.0,Green,1 TB,Core i7 Family,16,Windows 11 Home,Pen,Intel XE,,,4.5,1699.99,$,1024.0
lenovo,Lenovo Legion 5,17.0,Black,1 TB,Ryzen 7 5800H,64,Windows 11 Home,"Anti-glare,Backlit Kb",Dedicated,,,3.8,2899.0,$,1024.0
dell,Latitude 9000,15.0,Anodized Titan Gray,256 GB,Core i5 Family,16,Windows 10 Pro,"Corning Gorilla Glass 6, Anti-reflection, Anti-smudge",Iris Xe Graphics,,,,1523.03,$,256.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
rokc,Ideapad 3,15.0,Gray,1000 GB,Intel Core i5,20,Windows 11,,Integrated,Intel,,,639.99,$,1000.0
dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32,Windows 11,,Integrated,Intel,,,899.99,$,1000.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
dell,Dell Latitude,13.0,,256 GB,Core i5,8,Windows 10 Pro,,Integrated,,2.6 GHz,5.0,545.0,$,256.0
acer,Chromebook Spin 511 R753T,11.0,Shale Black,64 GB,Celeron,8,Chrome OS,,UHD Graphics,Intel UHD Graphics,,2.9,485.99,$,64.0
dell,Dell Precision,17.0,,512 GB,Core i7 Family,16,Windows 10 Pro,,Dedicated,,2.6 GHz,5.0,1998.77,$,512.0
lenovo,Lenovo ThinkPad X1 Yoga I5,14.0,Gray,256 GB,Core i5,8,Windows 10 Pro,"Fingerprint,Pen",Integrated,,,5.0,844.65,$,256.0
dell,Precision 5470 Laptop,14.0,Silver,2000 GB,Core i7,32,Windows 11 Pro,,Integrated,Nvidia RTX A1000,,,2668.91,$,2000.0
dell,Latitude 7000,14.0,Carbon Fiber,256 GB,Core i5,8,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,,,569.77,$,256.0
dell,Precision 3000,15.0,Titan Gray,512 GB,Core i7,16,Windows 10 Pro,Anti-glare Screen,T550,,,,1599.77,$,512.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,14.0,Rose Gold,64 GB,Celeron N4000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,$,64.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
dell,Latitude,13.0,,256 GB,Core i5,8,Windows 11 Pro,Information Not Available,Integrated,,,,1129.99,$,256.0
hp,EliteBook 630 G10,13.0,,256 GB,Core i3,8,Windows 11 Pro,Anti-glare Screen,UHD Graphics,Intel UHD Graphics,,,905.27,$,256.0
dell,XPS 9530 Laptop,15.0,Platinum Silver,2000 GB,Core i9,64,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4070,,,3245.46,$,2000.0
dell,Laitude E6540,15.0,Silver,500 GB,Core i5-4200M,8,Win 10 Pro 64 Bit Multi-Language Support English/French/Spanish(Renewed),,Integrated,Integrated Graphics,,,266.98,$,500.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,14.0,Rose Gold,64 GB,Celeron N4000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,$,64.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
dell,Precision 7670 Laptop,16.0,Silver,1000 GB,Core i7,32,Windows 11 Pro,,Dedicated,Nvidia RTX A1000,,,1269.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
rokc,Ideapad 3,15.0,Gray,1000 GB,Intel Core i5,20,Windows 11,,Integrated,Intel,,,639.99,$,1000.0
dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32,Windows 11,,Integrated,Intel,,,899.99,$,1000.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
dell,Vostro 5410 Laptop,14.0,Black,256 GB,Core i5,8,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,,696.99,$,256.0
dell,Inspiron,14.0,Silver,1 TB,Core i7 Family,32,Windows 11 Home,Backlit Kb,Integrated,,,4.5,880.62,$,1024.0
rokc,Ideapad 3,15.0,Gray,1000 GB,Intel Core i5,20,Windows 11,,Integrated,Intel,,,639.99,$,1000.0
hp,HP EliteBook,15.0,,500 GB,Core i5,,Windows 7 Professional,,Integrated,Intel HD Graphics 4000,2.6 GHz,3.6,289.95,$,500.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,14.0,Rose Gold,64 GB,Celeron N4000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,$,64.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
razer,Blade 17,17.0,Black,1 TB,Intel Core i9,32,Windows 11,,RTX 3080 Ti,,5 GHz,3.7,5599.0,$,1024.0
lenovo,Lenovo Thinkpad,14.0,,256 GB,,8,Windows 10 Pro,,Integrated,AMD Radeon Graphics 5,2.1 GHz,3.5,616.99,$,256.0
asus,ASUS VivoBook Go 14,14.0,Quiet Blue,128 GB,Celeron,4,Windows 11 Home S,Fingerprint,Integrated,,,5.0,432.99,$,128.0
dell,XPS 9315 Laptop,13.0,Platinum Silver,1000 GB,Core i7,32,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1150.99,$,1000.0
